date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-01-01 01:00:00,-3.3,61.71,3.6,30.0,0.0,0.0,0.0
2018-01-01 02:00:00,-3.3,61.71,4.1,30.0,0.0,0.0,0.0
2018-01-01 03:00:00,-3.3,50.77,5.1,20.0,0.0,0.0,0.0
2018-01-01 04:00:00,-3.3,43.56,3.6,40.0,0.0,0.0,0.0
2018-01-01 05:00:00,-3.3,35.62,4.1,40.0,0.0,0.0,0.0
2018-01-01 06:00:00,-3.3,35.62,4.6,40.0,0.0,0.0,0.0
2018-01-01 07:00:00,-3.9,35.45,2.6,40.0,0.0,0.0,0.0
2018-01-01 08:00:00,-3.9,30.53,4.1,40.0,0.5,8.0,0.5
2018-01-01 09:00:00,-3.9,30.53,4.6,60.0,28.5,8.0,28.0
2018-01-01 10:00:00,-3.3,29.02,4.6,20.0,93.0,21.0,86.5
2018-01-01 11:00:00,-2.8,29.16,4.1,50.0,261.5,239.5,159.5
2018-01-01 12:00:00,-2.2,27.73,4.1,50.0,417.0,508.5,163.5
2018-01-01 13:00:00,-1.7,28.13,5.7,20.0,440.0,452.5,196.5
2018-01-01 14:00:00,-1.7,28.13,5.1,10.0,390.0,323.5,219.5
2018-01-01 15:00:00,-1.7,29.46,4.1,20.0,396.0,560.0,137.0
2018-01-01 16:00:00,-1.1,26.76,3.6,360.0,337.0,735.0,78.0
2018-01-01 17:00:00,-1.7,29.46,4.6,30.0,198.0,709.0,46.5
2018-01-01 18:00:00,-3.9,35.45,1.5,10.0,36.0,264.0,18.0
2018-01-01 19:00:00,-5.0,41.15,0.0,0.0,0.0,0.0,0.0
2018-01-01 20:00:00,-7.2,52.56,3.1,350.0,0.0,0.0,0.0
2018-01-01 21:00:00,-6.1,47.79,2.6,360.0,0.0,0.0,0.0
2018-01-01 22:00:00,-6.7,50.33,3.1,10.0,0.0,0.0,0.0
2018-01-01 23:00:00,-7.8,55.38,2.6,10.0,0.0,0.0,0.0
2018-01-02 00:00:00,-8.3,57.86,3.1,10.0,0.0,0.0,0.0
2018-01-02 01:00:00,-8.9,57.71,0.0,240.0,0.0,0.0,0.0
2018-01-02 02:00:00,-10.0,67.22,2.1,10.0,0.0,0.0,0.0
2018-01-02 03:00:00,-11.1,70.16,1.5,20.0,0.0,0.0,0.0
2018-01-02 04:00:00,-11.1,74.14,1.5,10.0,0.0,0.0,0.0
2018-01-02 05:00:00,-11.7,78.24,0.0,13.33,0.0,0.0,0.0
2018-01-02 06:00:00,-12.2,81.85,0.0,26.67,0.0,0.0,0.0
2018-01-02 07:00:00,-12.8,81.77,0.0,0.0,0.0,0.0,0.0
2018-01-02 08:00:00,-13.3,85.57,2.1,340.0,1.5,21.0,2.0
2018-01-02 09:00:00,-9.4,70.48,1.5,20.0,95.0,515.5,30.0
2018-01-02 10:00:00,-6.1,47.79,3.1,60.0,281.0,837.5,48.0
2018-01-02 11:00:00,-3.9,35.45,4.1,50.0,443.0,942.5,57.5
2018-01-02 12:00:00,-2.2,27.73,4.6,10.0,556.0,992.0,61.5
2018-01-02 13:00:00,-1.1,21.76,2.1,130.0,608.0,1012.0,62.0
2018-01-02 14:00:00,0.6,19.03,2.6,360.0,594.5,1010.0,60.0
2018-01-02 15:00:00,0.6,16.18,4.6,30.0,516.0,980.5,57.5
2018-01-02 16:00:00,0.6,16.18,2.1,80.0,381.5,913.5,52.5
2018-01-02 17:00:00,0.0,18.77,2.1,40.0,206.5,766.5,41.5
2018-01-02 18:00:00,-3.3,24.72,0.0,13.33,38.0,303.0,16.5
2018-01-02 19:00:00,-4.4,27.13,0.0,0.0,0.0,0.0,0.0
2018-01-02 20:00:00,-6.1,40.84,0.0,0.0,0.0,0.0,0.0
2018-01-02 21:00:00,-6.7,43.01,0.0,0.0,0.0,0.0,0.0
2018-01-02 22:00:00,-8.3,51.8,0.0,80.0,0.0,0.0,0.0
2018-01-02 23:00:00,-8.3,51.8,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:00:00,-8.9,67.44,1.5,10.0,0.0,0.0,0.0
2018-01-03 01:00:00,-7.8,74.7,0.0,23.33,0.0,0.0,0.0
2018-01-03 02:00:00,-7.2,60.83,1.5,360.0,0.0,0.0,0.0
2018-01-03 03:00:00,-6.7,58.24,0.0,23.33,0.0,0.0,0.0
2018-01-03 04:00:00,-6.7,61.49,1.5,20.0,0.0,0.0,0.0
2018-01-03 05:00:00,-6.7,58.24,0.0,126.67,0.0,0.0,0.0
2018-01-03 06:00:00,-6.7,58.24,0.0,6.67,0.0,0.0,0.0
2018-01-03 07:00:00,-6.7,58.24,1.5,350.0,0.0,0.0,0.0
2018-01-03 08:00:00,-6.7,55.66,1.5,350.0,1.0,9.0,1.5
2018-01-03 09:00:00,-5.0,48.09,3.1,20.0,42.0,31.5,38.5
2018-01-03 10:00:00,-3.3,35.62,0.0,26.67,137.5,135.0,99.5
2018-01-03 11:00:00,-2.8,30.84,1.5,90.0,108.0,27.5,97.5
2018-01-03 12:00:00,-2.2,30.72,2.6,30.0,112.5,1.5,111.5
2018-01-03 13:00:00,-1.7,28.13,2.6,20.0,133.5,1.0,133.0
2018-01-03 14:00:00,0.0,22.04,3.1,350.0,270.0,116.5,209.0
2018-01-03 15:00:00,1.1,19.24,3.1,340.0,261.5,167.5,183.0
2018-01-03 16:00:00,1.7,17.58,2.1,330.0,213.5,224.5,127.5
2018-01-03 17:00:00,0.6,17.97,1.5,330.0,182.5,609.5,52.0
2018-01-03 18:00:00,-2.2,26.46,1.5,340.0,36.5,246.5,18.0
2018-01-03 19:00:00,-2.8,27.83,0.0,110.0,0.0,0.0,0.0
2018-01-03 20:00:00,-5.0,33.53,0.0,0.0,0.0,0.0,0.0
2018-01-03 21:00:00,-6.1,42.78,0.0,0.0,0.0,0.0,0.0
2018-01-03 22:00:00,-7.2,52.56,0.0,0.0,0.0,0.0,0.0
2018-01-03 23:00:00,-7.8,64.09,0.0,223.33,0.0,0.0,0.0
2018-01-04 00:00:00,-8.9,74.51,2.1,290.0,0.0,0.0,0.0
2018-01-04 01:00:00,-8.3,66.95,1.5,270.0,0.0,0.0,0.0
2018-01-04 02:00:00,-5.0,45.52,2.6,270.0,0.0,0.0,0.0
2018-01-04 03:00:00,-6.1,52.85,2.1,260.0,0.0,0.0,0.0
2018-01-04 04:00:00,-6.7,58.24,2.1,270.0,0.0,0.0,0.0
2018-01-04 05:00:00,-6.1,58.39,2.6,260.0,0.0,0.0,0.0
2018-01-04 06:00:00,-6.1,58.39,2.1,260.0,0.0,0.0,0.0
2018-01-04 07:00:00,-5.6,58.51,2.6,270.0,0.0,0.0,0.0
2018-01-04 08:00:00,-5.6,61.74,2.6,260.0,1.5,16.0,2.0
2018-01-04 09:00:00,-3.9,53.41,3.6,270.0,94.5,506.0,32.5
2018-01-04 10:00:00,-1.7,44.39,4.6,280.0,274.5,790.5,54.0
2018-01-04 11:00:00,0.0,36.53,5.7,270.0,436.0,903.5,65.0
2018-01-04 12:00:00,1.7,30.89,5.1,280.0,549.5,957.0,70.0
2018-01-04 13:00:00,2.2,25.54,5.1,290.0,603.0,980.5,71.5
2018-01-04 14:00:00,2.8,23.38,3.6,290.0,590.5,979.0,69.0
2018-01-04 15:00:00,3.3,20.2,4.1,270.0,514.0,952.0,64.5
2018-01-04 16:00:00,3.9,14.2,4.6,310.0,380.5,886.0,57.0
2018-01-04 17:00:00,1.7,26.47,4.1,10.0,206.5,734.5,44.5
2018-01-04 18:00:00,-1.7,29.46,3.1,350.0,40.0,284.5,18.5
2018-01-04 19:00:00,-2.8,32.3,3.6,350.0,0.0,0.0,0.0
2018-01-04 20:00:00,-3.9,32.0,2.6,340.0,0.0,0.0,0.0
2018-01-04 21:00:00,-5.0,35.14,1.5,340.0,0.0,0.0,0.0
2018-01-04 22:00:00,-7.8,47.33,2.1,330.0,0.0,0.0,0.0
2018-01-04 23:00:00,-7.8,49.58,0.0,310.0,0.0,0.0,0.0
2018-01-05 00:00:00,-8.3,49.44,0.0,306.67,0.0,0.0,0.0
2018-01-05 01:00:00,-8.9,60.99,0.0,210.0,0.0,0.0,0.0
2018-01-05 02:00:00,-10.0,67.22,1.5,260.0,0.0,0.0,0.0
2018-01-05 03:00:00,-10.0,67.22,1.5,280.0,0.0,0.0,0.0
2018-01-05 04:00:00,-8.9,57.71,2.6,250.0,0.0,0.0,0.0
2018-01-05 05:00:00,-8.3,54.75,1.5,250.0,0.0,0.0,0.0
2018-01-05 06:00:00,-10.0,63.61,0.0,93.33,0.0,0.0,0.0
2018-01-05 07:00:00,-11.1,74.14,0.0,0.0,0.0,0.0,0.0
2018-01-05 08:00:00,-11.1,77.62,0.0,83.33,1.0,15.5,1.5
2018-01-05 09:00:00,-7.2,60.83,2.1,260.0,89.0,452.0,32.0
2018-01-05 10:00:00,-5.6,50.62,2.6,280.0,267.0,762.5,54.0
2018-01-05 11:00:00,-2.8,37.78,3.6,220.0,425.5,875.5,65.5
2018-01-05 12:00:00,0.0,27.05,4.1,270.0,537.5,930.0,71.0
2018-01-05 13:00:00,1.7,22.64,4.1,260.0,591.0,954.0,72.0
2018-01-05 14:00:00,2.8,22.12,3.6,280.0,579.0,948.5,72.0
2018-01-05 15:00:00,3.9,22.64,4.6,280.0,503.5,916.0,69.0
2018-01-05 16:00:00,4.4,23.09,3.6,260.0,370.5,837.5,62.5
2018-01-05 17:00:00,3.3,26.11,4.1,250.0,200.0,678.0,48.5
2018-01-05 18:00:00,0.6,31.67,3.6,230.0,40.0,266.5,20.0
2018-01-05 19:00:00,0.0,31.61,4.1,240.0,0.0,0.0,0.0
2018-01-05 20:00:00,0.0,31.61,3.6,260.0,0.0,0.0,0.0
2018-01-05 21:00:00,-1.1,32.78,3.1,260.0,0.0,0.0,0.0
2018-01-05 22:00:00,-2.2,35.92,1.5,330.0,0.0,0.0,0.0
2018-01-05 23:00:00,-3.3,39.4,2.1,20.0,0.0,0.0,0.0
2018-01-06 00:00:00,-5.0,45.52,0.0,240.0,0.0,0.0,0.0
2018-01-06 01:00:00,-6.1,52.85,0.0,3.33,0.0,0.0,0.0
2018-01-06 02:00:00,-6.7,55.66,0.0,233.33,0.0,0.0,0.0
2018-01-06 03:00:00,-7.8,61.24,0.0,123.33,0.0,0.0,0.0
2018-01-06 04:00:00,-8.3,63.98,0.0,6.67,0.0,0.0,0.0
2018-01-06 05:00:00,-8.9,63.85,0.0,120.0,0.0,0.0,0.0
2018-01-06 06:00:00,-9.4,70.48,1.5,20.0,0.0,0.0,0.0
2018-01-06 07:00:00,-10.6,74.23,0.0,0.0,0.0,0.0,0.0
2018-01-06 08:00:00,-10.6,74.23,0.0,0.0,1.0,15.0,1.5
2018-01-06 09:00:00,-6.1,67.4,0.0,40.0,92.0,479.5,32.5
2018-01-06 10:00:00,-3.9,41.45,2.6,86.67,272.5,791.0,51.0
2018-01-06 11:00:00,-2.2,30.72,2.6,63.33,435.0,909.5,60.5
2018-01-06 12:00:00,-1.1,28.03,0.0,83.33,553.5,972.0,65.0
2018-01-06 13:00:00,-0.6,26.89,2.1,63.33,607.5,991.0,67.0
2018-01-06 14:00:00,1.1,23.63,0.0,33.33,596.0,987.5,66.0
2018-01-06 15:00:00,1.7,21.61,2.6,350.0,520.0,956.5,64.5
2018-01-06 16:00:00,2.2,19.72,2.1,280.0,386.5,888.5,57.5
2018-01-06 17:00:00,2.2,19.72,1.5,30.0,213.5,742.0,46.0
2018-01-06 18:00:00,-3.3,35.62,0.0,13.33,44.0,316.0,19.5
2018-01-06 19:00:00,-2.2,30.72,1.5,70.0,0.0,0.0,0.0
2018-01-06 20:00:00,-3.3,35.62,0.0,0.0,0.0,0.0,0.0
2018-01-06 21:00:00,-5.0,41.15,0.0,56.67,0.0,0.0,0.0
2018-01-06 22:00:00,-6.1,50.03,0.0,126.67,0.0,0.0,0.0
2018-01-06 23:00:00,-7.8,57.98,0.0,33.33,0.0,0.0,0.0
2018-01-07 00:00:00,-8.3,63.98,1.5,360.0,0.0,0.0,0.0
2018-01-07 01:00:00,-7.8,61.24,2.1,50.0,0.0,0.0,0.0
2018-01-07 02:00:00,-7.2,49.74,2.1,60.0,0.0,0.0,0.0
2018-01-07 03:00:00,-9.4,66.73,2.1,30.0,0.0,0.0,0.0
2018-01-07 04:00:00,-9.4,57.06,0.0,46.67,0.0,0.0,0.0
2018-01-07 05:00:00,-11.1,70.16,1.5,30.0,0.0,0.0,0.0
2018-01-07 06:00:00,-11.1,70.16,2.1,20.0,0.0,0.0,0.0
2018-01-07 07:00:00,-12.2,77.45,1.5,20.0,0.0,0.0,0.0
2018-01-07 08:00:00,-10.6,60.59,1.5,40.0,1.5,17.0,2.0
2018-01-07 09:00:00,-7.8,42.71,3.1,80.0,94.5,516.0,32.0
2018-01-07 10:00:00,-6.1,36.85,4.1,100.0,273.5,795.5,51.0
2018-01-07 11:00:00,-5.0,35.14,2.1,105.0,376.0,676.0,99.0
2018-01-07 12:00:00,-3.9,32.0,2.1,110.0,402.0,433.5,184.0
2018-01-07 13:00:00,-2.2,27.73,0.0,30.0,436.5,408.5,213.5
2018-01-07 14:00:00,-1.1,26.76,0.0,96.67,457.0,511.0,182.5
2018-01-07 15:00:00,0.6,24.5,2.6,60.0,389.0,466.5,165.5
2018-01-07 16:00:00,1.1,24.98,0.0,0.0,303.5,528.0,110.5
2018-01-07 17:00:00,0.0,27.05,1.5,70.0,188.5,557.0,57.0
2018-01-07 18:00:00,-2.2,34.31,0.0,43.33,30.0,148.0,20.0
2018-01-07 19:00:00,-2.8,36.09,0.0,33.33,0.0,0.0,0.0
2018-01-07 20:00:00,-3.9,39.6,0.0,36.67,0.0,0.0,0.0
2018-01-07 21:00:00,-5.0,45.52,0.0,0.0,0.0,0.0,0.0
2018-01-07 22:00:00,-5.6,50.62,0.0,40.0,0.0,0.0,0.0
2018-01-07 23:00:00,-6.1,58.39,0.0,0.0,0.0,0.0,0.0
2018-01-08 00:00:00,-6.1,58.39,0.0,0.0,0.0,0.0,0.0
2018-01-08 01:00:00,-6.1,67.4,0.0,0.0,0.0,0.0,0.0
2018-01-08 02:00:00,-4.7,55.72,0.75,30.0,0.0,0.0,0.0
2018-01-08 03:00:00,-3.95,53.41,0.0,0.0,0.0,0.0,0.0
2018-01-08 04:00:00,-3.3,53.08,0.0,0.0,0.0,0.0,0.0
2018-01-08 05:00:00,-3.9,53.41,2.1,350.0,0.0,0.0,0.0
2018-01-08 06:00:00,-3.9,50.61,1.05,10.0,0.0,0.0,0.0
2018-01-08 07:00:00,-3.9,53.41,0.0,3.33,0.0,0.0,0.0
2018-01-08 08:00:00,-2.8,50.9,0.0,0.0,1.0,8.0,1.5
2018-01-08 09:00:00,-2.2,46.28,1.5,20.0,37.5,23.5,34.5
2018-01-08 10:00:00,-0.6,38.39,0.0,0.0,145.5,116.5,111.0
2018-01-08 11:00:00,2.03,28.56,1.5,25.0,222.5,118.5,173.0
2018-01-08 12:00:00,5.0,36.16,0.0,6.67,147.5,6.0,144.5
2018-01-08 13:00:00,5.6,34.68,2.1,20.0,184.0,10.5,178.0
2018-01-08 14:00:00,6.7,40.93,1.5,340.0,229.0,39.0,208.0
2018-01-08 15:00:00,6.7,38.88,2.1,350.0,165.5,16.0,157.5
2018-01-08 16:00:00,7.2,37.57,2.1,350.0,112.0,5.5,110.0
2018-01-08 17:00:00,6.7,38.88,2.1,340.0,48.5,1.0,48.0
2018-01-08 18:00:00,5.6,41.95,2.6,10.0,10.0,1.5,10.0
2018-01-08 19:00:00,4.4,48.02,2.1,30.0,0.0,0.0,0.0
2018-01-08 20:00:00,3.9,52.35,0.0,43.33,0.0,0.0,0.0
2018-01-08 21:00:00,3.3,56.98,0.0,0.0,0.0,0.0,0.0
2018-01-08 22:00:00,3.3,54.61,3.1,360.0,0.0,0.0,0.0
2018-01-08 23:00:00,2.8,62.11,2.1,340.0,0.0,0.0,0.0
2018-01-09 00:00:00,1.7,67.18,1.5,10.0,0.0,0.0,0.0
2018-01-09 01:00:00,1.7,70.07,2.1,10.0,0.0,0.0,0.0
2018-01-09 02:00:00,0.6,75.84,0.0,0.0,0.0,0.0,0.0
2018-01-09 03:00:00,0.0,83.31,0.0,0.0,0.0,0.0,0.0
2018-01-09 04:00:00,-0.6,87.53,0.0,110.0,0.0,0.0,0.0
2018-01-09 05:00:00,-2.2,95.09,0.0,0.0,0.0,0.0,0.0
2018-01-09 06:00:00,-2.2,95.09,0.0,0.0,0.0,0.0,0.0
2018-01-09 07:00:00,-2.2,95.09,0.0,0.0,0.0,0.0,0.0
2018-01-09 08:00:00,-2.2,95.09,0.0,0.0,0.5,9.5,1.0
2018-01-09 09:00:00,3.3,78.93,1.5,10.0,46.0,136.5,25.5
2018-01-09 10:00:00,8.9,62.79,1.5,20.0,253.5,710.5,53.5
2018-01-09 11:00:00,13.3,59.55,0.0,0.0,408.0,829.0,64.0
2018-01-09 12:00:00,16.1,57.82,1.5,163.33,516.5,881.5,69.5
2018-01-09 13:00:00,17.8,55.94,2.1,190.0,568.5,901.0,72.5
2018-01-09 14:00:00,18.3,54.21,1.5,63.33,558.5,896.0,72.0
2018-01-09 15:00:00,18.9,50.13,1.5,210.0,487.0,865.0,68.5
2018-01-09 16:00:00,18.9,50.13,2.1,240.0,362.5,797.5,61.0
2018-01-09 17:00:00,18.9,50.13,0.0,203.33,200.0,651.0,47.5
2018-01-09 18:00:00,13.9,68.93,0.0,0.0,43.0,264.0,21.0
2018-01-09 19:00:00,11.1,80.08,0.0,0.0,0.0,0.0,0.0
2018-01-09 20:00:00,9.4,86.12,0.0,0.0,0.0,0.0,0.0
2018-01-09 21:00:00,7.8,92.74,1.5,20.0,0.0,0.0,0.0
2018-01-09 22:00:00,8.9,89.07,0.0,66.67,0.0,0.0,0.0
2018-01-09 23:00:00,8.3,89.64,0.0,86.67,0.0,0.0,0.0
2018-01-10 00:00:00,10.0,86.18,1.5,20.0,0.0,0.0,0.0
2018-01-10 01:00:00,10.0,89.16,0.0,43.33,0.0,0.0,0.0
2018-01-10 02:00:00,9.4,89.72,0.0,36.67,0.0,0.0,0.0
2018-01-10 03:00:00,9.4,86.12,0.0,66.67,0.0,0.0,0.0
2018-01-10 04:00:00,9.4,86.12,1.5,20.0,0.0,0.0,0.0
2018-01-10 05:00:00,10.0,82.72,1.5,340.0,0.0,0.0,0.0
2018-01-10 06:00:00,10.0,82.72,2.1,30.0,0.0,0.0,0.0
2018-01-10 07:00:00,10.0,82.72,2.6,40.0,0.0,0.0,0.0
2018-01-10 08:00:00,10.0,82.72,2.1,30.0,0.5,8.0,0.5
2018-01-10 09:00:00,10.6,79.47,2.6,40.0,69.5,277.5,31.5
2018-01-10 10:00:00,12.2,71.47,3.1,70.0,124.0,136.0,90.5
2018-01-10 11:00:00,13.3,66.5,2.6,80.0,198.0,69.5,169.5
2018-01-10 12:00:00,15.6,57.3,2.6,90.0,264.0,84.5,220.0
2018-01-10 13:00:00,17.8,49.83,4.1,70.0,435.0,446.5,188.0
2018-01-10 14:00:00,19.4,45.07,3.1,70.0,510.0,719.5,116.0
2018-01-10 15:00:00,18.9,44.93,3.1,90.0,354.5,387.0,161.5
2018-01-10 16:00:00,18.3,44.76,3.1,100.0,170.0,53.5,149.0
2018-01-10 17:00:00,18.3,46.65,2.1,100.0,153.0,431.0,58.0
2018-01-10 18:00:00,17.2,51.75,1.5,90.0,40.5,207.0,20.0
2018-01-10 19:00:00,17.2,53.92,2.6,30.0,0.0,0.0,0.0
2018-01-10 20:00:00,16.7,53.42,4.1,80.0,0.0,0.0,0.0
2018-01-10 21:00:00,15.6,64.33,3.1,60.0,0.0,0.0,0.0
2018-01-10 22:00:00,14.45,68.93,3.6,35.0,0.0,0.0,0.0
2018-01-10 23:00:00,12.8,77.14,4.6,20.0,0.0,0.0,0.0
2018-01-11 00:00:00,10.6,85.66,4.1,20.0,0.0,0.0,0.0
2018-01-11 01:00:00,10.0,79.93,4.1,30.0,0.0,0.0,0.0
2018-01-11 02:00:00,10.6,73.67,4.1,40.0,0.0,0.0,0.0
2018-01-11 03:00:00,10.6,71.16,4.1,40.0,0.0,0.0,0.0
2018-01-11 04:00:00,10.0,74.07,4.6,40.0,0.0,0.0,0.0
2018-01-11 05:00:00,8.3,89.64,3.6,40.0,0.0,0.0,0.0
2018-01-11 06:00:00,7.9,100.0,3.35,30.0,0.0,0.0,0.0
2018-01-11 07:00:00,7.8,95.98,4.1,40.0,0.0,0.0,0.0
2018-01-11 08:00:00,7.8,100.0,4.35,25.0,0.0,3.0,0.0
2018-01-11 09:00:00,7.97,100.0,4.1,30.0,12.0,3.0,12.0
2018-01-11 10:00:00,8.6,100.0,3.6,40.0,44.0,0.0,44.0
2018-01-11 11:00:00,9.63,100.0,3.1,40.0,60.5,0.0,60.5
2018-01-11 12:00:00,11.1,100.0,3.1,20.0,62.5,0.0,62.5
2018-01-11 13:00:00,11.83,100.0,2.43,56.67,77.5,0.0,77.5
2018-01-11 14:00:00,13.6,100.0,2.6,70.0,86.5,0.0,86.5
2018-01-11 15:00:00,14.43,97.88,1.9,75.0,103.5,0.0,103.5
2018-01-11 16:00:00,15.6,100.0,2.1,90.0,77.5,0.5,77.5
2018-01-11 17:00:00,15.98,100.0,2.6,76.67,135.0,263.5,77.5
2018-01-11 18:00:00,16.1,100.0,2.6,80.0,40.0,150.0,25.5
2018-01-11 19:00:00,16.6,100.0,2.27,83.33,0.0,0.0,0.0
2018-01-11 20:00:00,16.95,100.0,2.6,90.0,0.0,0.0,0.0
2018-01-11 21:00:00,17.2,100.0,2.6,96.67,0.0,0.0,0.0
2018-01-11 22:00:00,17.5,100.0,3.48,133.33,0.0,0.0,0.0
2018-01-11 23:00:00,17.8,97.96,2.8,160.0,0.0,0.0,0.0
2018-01-12 00:00:00,17.8,95.93,3.2,148.0,0.0,0.0,0.0
2018-01-12 01:00:00,17.82,100.0,3.66,158.89,0.0,0.0,0.0
2018-01-12 02:00:00,17.84,100.0,3.3,170.0,0.0,0.0,0.0
2018-01-12 03:00:00,17.8,100.0,3.93,190.0,0.0,0.0,0.0
2018-01-12 04:00:00,17.8,100.0,7.2,180.0,0.0,0.0,0.0
2018-01-12 05:00:00,17.9,100.0,5.4,170.0,0.0,0.0,0.0
2018-01-12 06:00:00,17.2,100.0,3.6,180.0,0.0,0.0,0.0
2018-01-12 07:00:00,17.2,100.0,3.6,190.0,0.0,0.0,0.0
2018-01-12 08:00:00,17.2,100.0,3.35,185.0,0.0,1.5,0.0
2018-01-12 09:00:00,17.2,100.0,3.6,180.0,38.5,120.5,20.0
2018-01-12 10:00:00,17.8,96.28,4.6,185.0,75.0,32.0,65.5
2018-01-12 11:00:00,17.9,96.28,6.2,180.0,97.5,41.5,81.5
2018-01-12 12:00:00,17.8,96.28,4.1,180.0,44.5,0.0,44.5
2018-01-12 13:00:00,17.85,93.27,5.68,170.0,102.0,1.0,101.0
2018-01-12 14:00:00,16.38,100.0,7.03,163.75,83.5,0.0,83.5
2018-01-12 15:00:00,15.33,100.0,5.74,212.86,30.0,0.0,30.0
2018-01-12 16:00:00,13.92,97.9,3.22,260.0,45.5,1.5,45.0
2018-01-12 17:00:00,13.2,100.0,3.6,216.67,16.5,0.0,16.5
2018-01-12 18:00:00,13.3,100.0,3.1,210.0,4.5,2.0,4.5
2018-01-12 19:00:00,13.2,100.0,4.42,198.0,0.0,0.0,0.0
2018-01-12 20:00:00,13.3,96.78,5.4,225.0,0.0,0.0,0.0
2018-01-12 21:00:00,11.5,92.27,6.53,243.33,0.0,0.0,0.0
2018-01-12 22:00:00,9.22,89.07,8.1,250.0,0.0,0.0,0.0
2018-01-12 23:00:00,7.23,88.8,7.9,246.67,0.0,0.0,0.0
2018-01-13 00:00:00,3.3,85.47,6.7,240.0,0.0,0.0,0.0
2018-01-13 01:00:00,1.1,80.22,6.7,250.0,0.0,0.0,0.0
2018-01-13 02:00:00,0.0,79.22,7.2,250.0,0.0,0.0,0.0
2018-01-13 03:00:00,-1.1,83.18,8.2,240.0,0.0,0.0,0.0
2018-01-13 04:00:00,-1.1,79.06,6.7,240.0,0.0,0.0,0.0
2018-01-13 05:00:00,-1.1,79.06,3.6,260.0,0.0,0.0,0.0
2018-01-13 06:00:00,-0.77,75.86,4.43,253.33,0.0,0.0,0.0
2018-01-13 07:00:00,-0.6,75.86,3.1,270.0,0.0,0.0,0.0
2018-01-13 08:00:00,-0.6,75.86,2.1,260.0,1.0,10.0,1.5
2018-01-13 09:00:00,0.6,72.72,2.6,280.0,73.0,310.5,30.5
2018-01-13 10:00:00,2.8,64.78,3.1,260.0,269.0,728.0,60.5
2018-01-13 11:00:00,5.0,55.49,4.6,340.0,433.0,864.5,69.5
2018-01-13 12:00:00,6.7,49.33,6.2,10.0,550.0,930.0,71.5
2018-01-13 13:00:00,7.2,45.69,4.1,10.0,607.5,958.0,71.5
2018-01-13 14:00:00,7.8,43.86,4.1,320.0,600.5,964.0,67.5
2018-01-13 15:00:00,7.2,41.63,5.7,360.0,531.5,944.5,64.0
2018-01-13 16:00:00,6.7,38.88,5.1,330.0,402.5,888.0,56.5
2018-01-13 17:00:00,6.1,42.66,3.6,350.0,233.0,766.5,44.5
2018-01-13 18:00:00,3.3,54.61,2.6,360.0,57.5,391.5,22.5
2018-01-13 19:00:00,2.2,56.11,2.1,350.0,0.0,0.0,0.0
2018-01-13 20:00:00,0.6,52.07,3.6,360.0,0.0,0.0,0.0
2018-01-13 21:00:00,-0.6,54.24,3.1,360.0,0.0,0.0,0.0
2018-01-13 22:00:00,-1.7,59.42,2.6,360.0,0.0,0.0,0.0
2018-01-13 23:00:00,-2.8,65.16,2.6,10.0,0.0,0.0,0.0
2018-01-14 00:00:00,-3.3,67.96,2.6,10.0,0.0,0.0,0.0
2018-01-14 01:00:00,-3.3,67.96,2.6,10.0,0.0,0.0,0.0
2018-01-14 02:00:00,-3.9,71.5,2.1,10.0,0.0,0.0,0.0
2018-01-14 03:00:00,-4.4,71.41,2.6,30.0,0.0,0.0,0.0
2018-01-14 04:00:00,-4.4,71.41,3.1,30.0,0.0,0.0,0.0
2018-01-14 05:00:00,-4.4,64.82,3.6,30.0,0.0,0.0,0.0
2018-01-14 06:00:00,-5.0,68.22,3.1,20.0,0.0,0.0,0.0
2018-01-14 07:00:00,-5.6,68.1,2.6,20.0,0.0,0.0,0.0
2018-01-14 08:00:00,-5.6,68.1,3.1,30.0,1.5,18.0,2.0
2018-01-14 09:00:00,-3.3,48.1,4.6,30.0,95.0,493.0,32.0
2018-01-14 10:00:00,-2.2,46.28,5.1,20.0,282.0,803.5,51.5
2018-01-14 11:00:00,-0.6,42.36,3.1,50.0,447.0,913.5,61.5
2018-01-14 12:00:00,0.6,40.72,4.1,20.0,564.5,964.0,67.0
2018-01-14 13:00:00,1.7,39.67,3.1,33.33,568.5,814.0,112.0
2018-01-14 14:00:00,2.2,40.0,2.1,130.0,552.0,780.5,119.5
2018-01-14 15:00:00,3.3,37.0,2.6,40.0,537.0,941.5,68.5
2018-01-14 16:00:00,3.9,37.38,0.0,16.67,405.0,872.0,62.5
2018-01-14 17:00:00,3.3,37.0,0.0,3.33,232.0,732.5,50.0
2018-01-14 18:00:00,1.1,47.67,1.5,10.0,57.5,351.0,24.5
2018-01-14 19:00:00,-1.1,56.53,1.5,20.0,0.0,0.0,0.0
2018-01-14 20:00:00,-2.2,61.96,1.5,20.0,0.0,0.0,0.0
2018-01-14 21:00:00,-2.8,65.16,0.0,53.33,0.0,0.0,0.0
2018-01-14 22:00:00,-2.2,59.31,1.5,40.0,0.0,0.0,0.0
